name,link,profile_photo,department,disciplines 
Peng Ruichao,https://www.researchgate.net/profile/Peng_Ruichao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chemistry Engineering,[]
Fang Long,https://www.researchgate.net/profile/Fang_Long6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Machine Learning', 'Supervised Learning', 'Neural Networks and Artificial Intelligence']"
安萨尔江 艾尼瓦尔,https://www.researchgate.net/profile/ansaerjiang-ainiwaer,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,"['Machine Learning', 'Classification', 'Data Mining and Knowledge Discovery']"
Zulong Huo,https://www.researchgate.net/profile/Zulong-Huo-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Celluar and Molecular Biology,['Photosynthesis']
Huang Xiao,https://www.researchgate.net/profile/Huang-Xiao-14,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Railway Engineering,[]
Yu Cheng Yin,https://www.researchgate.net/profile/Yu-Cheng-Yin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,"['Transportation', 'Transport Management']"
Ying Li,https://www.researchgate.net/profile/Ying-Li-378,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Architectural Engineering ,"['Vibration Analysis', 'Structural Vibration', 'Modal Analysis']"
Jeremy Jiang,https://www.researchgate.net/profile/Jeremy-Jiang-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Law,['Legal Theory']
Ting Shu,https://www.researchgate.net/profile/Ting_Shu10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,['Construction Engineering']
Xin An,https://www.researchgate.net/profile/Xin-An-6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Public Health,['Epidemiologic Studies']
Hongjia Tang,https://www.researchgate.net/profile/Hongjia-Tang-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Anesthesiology,['Cancer Surgery']
Fangfei Ye,https://www.researchgate.net/profile/Fangfei-Ye,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of English,['English Language']
Chen Xin,https://www.researchgate.net/profile/Chen-Xin-38,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Life Sciences,[]
Liu Guangchen,https://www.researchgate.net/profile/Liu-Guangchen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Powdery Materials Science and Engineering,"['Materials', 'Mechanical Properties', 'Microstructure']"
Liu Bingbin,https://www.researchgate.net/profile/Liu-Bingbin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,[]
Dawei Chen,https://www.researchgate.net/profile/Dawei-Chen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,"['Transportation Planning', 'Transport Planning', 'Transportation Science']"
Zhang Lei,https://www.researchgate.net/profile/Zhang_Lei17,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Control Theory', 'MATLAB Simulation']"
Lulu Zhang,https://www.researchgate.net/profile/Lulu-Zhang-44,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Health Promotion']
Liu Xingchen,https://www.researchgate.net/profile/Liu-Xingchen-7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,[]
Zhang Zhiwu,https://www.researchgate.net/profile/Zhang-Zhiwu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Fluid Mechanics', 'Mechanical Properties', 'Mechanics of Materials']"
Chen Lu,https://www.researchgate.net/profile/Chen_Lu12,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Clinical Stomatology,"['Periodontology', 'Implant Dentistry', 'Dental Implantology']"
Evan Chen,https://www.researchgate.net/profile/Evan-Chen-10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Probability', 'Mathematical Statistics', 'Statistical Analysis']"
Danladi Mamman Abdu,https://www.researchgate.net/profile/Danladi-Abdu,https://i1.rgstatic.net/ii/profile.image/942480308572174-1601716224535_Q64/Danladi-Abdu.jpg,Department of Bridge Engineering,[]
Long Guo,https://www.researchgate.net/profile/Long-Guo-10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of English,"['Literature Studies', 'Poetry', 'Literary Criticism']"
Xiao Pei Zhao,https://www.researchgate.net/profile/Xiao-Zhao-31,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Anesthesiology']
Liu Yunhuan,https://www.researchgate.net/profile/Liu_Yunhuan,https://i1.rgstatic.net/ii/profile.image/1085240726560768-1635752960080_Q64/Liu_Yunhuan.jpg,Department of Mechanical Engineering,"['CAD', 'Abaqus', 'CAE']"
Hongzhe Liu,https://www.researchgate.net/profile/Hongzhe_Liu3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Electrical Engineering,[]
Su Mintong,https://www.researchgate.net/profile/Su-Mintong,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,[]
Nattanon Jiwhanang,https://www.researchgate.net/profile/Nattanon-Jiwhanang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Railway Engineering,['Structural Analysis']
Lu Feng,https://www.researchgate.net/profile/Lu-Feng-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,[]
Peiyuan He,https://www.researchgate.net/profile/Peiyuan-He,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Road Engineering,[]
Jinquan Li,https://www.researchgate.net/profile/Jinquan-Li-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Rizky Wanaldi,https://www.researchgate.net/profile/Rizky_Wanaldi,https://i1.rgstatic.net/ii/profile.image/1108363924516865-1641265960391_Q64/Rizky_Wanaldi.jpg,School of Metallurgical Science and Engineering,"['Extraction and Processing Industry', 'Minerals', 'Mineral Characterization']"
Wang Xiangsheng,https://www.researchgate.net/profile/Wang-Xiangsheng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School Of Computer,"['Computer Networking', 'Network Security', 'Information Security']"
Huihui Luo,https://www.researchgate.net/profile/Huihui-Luo,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Medical Genetics,"['Bioinformatics and Computational Biology', 'Genomics', 'Next Generation Sequencing']"
Jing Wen,https://www.researchgate.net/profile/Jing-Wen-27,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,"['Materials', 'Microstructure', 'Advanced Materials']"
Jinhe Yang,https://www.researchgate.net/profile/Jinhe-Yang-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
She Lei,https://www.researchgate.net/profile/She_Lei3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of Clinical Pharmacology,[]
Yh Ray,https://www.researchgate.net/profile/Yh_Ray,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Ruixi Liang,https://www.researchgate.net/profile/Ruixi-Liang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Mathematics and Statistics,[]
Xingxing Wei,https://www.researchgate.net/profile/Xingxing_Wei3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
Yang Yan,https://www.researchgate.net/profile/Yang-Yan-28,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Shan Su,https://www.researchgate.net/profile/Shan-Su-9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,['Psychological Assessment']
逸龙 朱逸龙,https://www.researchgate.net/profile/yilong-zhuyilong,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,"['Safety', 'Accident Analysis', 'Ergonomics']"
Xia Fengjun,https://www.researchgate.net/profile/Xia-Fengjun,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Clinical Laboratory,"['Medical Laboratory Technology', 'Clinical Laboratory Science', 'Laboratory Medicine']"
Yingjie Zhang,https://www.researchgate.net/profile/Yingjie-Zhang-20,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Minerals Processing and Bioengineering,[]
Wei Peng,https://www.researchgate.net/profile/Wei-Peng-52,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of foreign language,"['Language', 'English Language', 'Language Teaching']"
Lei Dong,https://www.researchgate.net/profile/Lei_Dong27,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Design and Automation,[]
Yuan Zheng,https://www.researchgate.net/profile/Yuan-Zheng-27,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,['Control Theory']
Huang Qing,https://www.researchgate.net/profile/Huang-Qing-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,"['Noise Analysis', 'Vibration Analysis', 'Acoustic Analysis']"
Haibo Wang,https://www.researchgate.net/profile/Haibo_Wang51,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics and Software,"['Geometry', 'Fourier Analysis', 'Harmonic Analysis']"
Deng Lin,https://www.researchgate.net/profile/Deng_Lin7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of English,"['Applied Linguistics', 'Discourse Studies', 'Translation']"
Dou Zhang,https://www.researchgate.net/profile/Dou-Zhang-10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya nursing school,[]
Yan xia Li,https://www.researchgate.net/profile/Yan-Li-519,https://i1.rgstatic.net/ii/profile.image/979781172592641-1610609443143_Q64/Yan-Li-519.jpg,,"['Finite Element Analysis', 'Design Engineering', 'CAD']"
Zhao Zilin,https://www.researchgate.net/profile/Zhao-Zilin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
He Cailin,https://www.researchgate.net/profile/He_Cailin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,"['Cell Culture', 'Medical Biotechnology', 'Immunofluorescence']"
Yongjia Ma,https://www.researchgate.net/profile/Yongjia-Ma,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Intelligence Science and Technology,['Neural Networks and Artificial Intelligence']
Jia Xia,https://www.researchgate.net/profile/Jia-Xia-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geographic Information System,"['Spatial Analysis', 'Spatial Statistics', 'Geoinformation']"
Zhenyu Wang,https://www.researchgate.net/profile/Zhenyu-Wang-99,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Public Administration,"['Qualitative Analysis', 'Quantitative Analysis', 'Methodology']"
Hc Wen,https://www.researchgate.net/profile/Hc-Wen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Orthopaedics,"['Next Generation Sequencing', 'Genomics', 'Bioinformatics and Computational Biology']"
Liuyun Zhang,https://www.researchgate.net/profile/Liuyun-Zhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Metallurgical Science and Engineering,['Materials']
Cui Yi,https://www.researchgate.net/profile/Cui-Yi-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Zijian Chen,https://www.researchgate.net/profile/Zijian-Chen-20,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Physics Science and Technology,[]
Jing Tan,https://www.researchgate.net/profile/Jing-Tan-49,https://i1.rgstatic.net/ii/profile.image/11431281121343255-1676942984325_Q64/Jing-Tan-49.jpg,State Key Laboratory of Powder Metallurgy,"['Materials', 'Microstructure']"
Danxian Zhang,https://www.researchgate.net/profile/Danxian-Zhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Mineral processing engineering,[]
Chengxu Lu,https://www.researchgate.net/profile/Chengxu-Lu-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geophysics,[]
Wang Yantong,https://www.researchgate.net/profile/Wang-Yantong,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics,[]
Cong Tang,https://www.researchgate.net/profile/Cong-Tang-9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Civil Engineering Materials']
